id,name,address,build_year,type,jeonsae,monthly_deposit,monthly_pay,area,room_cnt,phone,lng,lat,registered_date
322,(주) 한김백,경상남도 오산시 봉은사51거리 (지연이리),1967,원룸,0,17921,1092,119.06,4,+82 10-9288-9083,-105.818680,-1.567635,2022-06-24 21:13:35.445916
323,(유) 이박문,전라남도 영월군 서초중앙19로 (지우송면),2012,원룸,295410,38706,0,92.22,5,+82 10-3098-4948,16.192722,-12.4259495,2023-01-25 01:45:25.445452
324,유한회사 최,인천광역시 강북구 압구정54길,1977,아파트,6296,44694,0,41.85,4,+82 10-3336-3288,-78.682234,-66.638939,2023-12-08 15:52:53.204734
325,주식회사 강안이,인천광역시 강북구 역삼81길 (주원김김동),2000,아파트,0,49428,484,85.22,10,+82 10-4342-1735,-173.973013,-57.7871725,2022-07-17 21:03:50.753761
326,유한회사 장,전라남도 안양시 동안구 논현0가 (지원김마을),1969,아파트,0,0,0,141.38,8,+82 10-5690-1680,-147.298503,-19.765350,2020-10-16 08:59:24.762615
327,유한회사 박한황,충청북도 논산시 논현거리,1985,아파트,0,0,0,80.48,0,+82 10-8428-0679,-42.616087,-81.138483,2022-10-23 16:57:52.515367
328,김이백,인천광역시 강남구 서초대로,1991,아파트,0,22478,3338,71.15,1,+82 10-0607-7700,-48.658023,4.4686275,2024-03-23 16:50:10.725466
329,이하류,대전광역시 금천구 테헤란42길,1988,원룸,0,0,0,70.56,2,+82 10-2234-3059,-26.054519,-38.674276,2020-02-08 22:46:37.739484
330,주식회사 노김고,전라북도 안산시 단원구 가락가,1980,원룸,209122,0,2744,44.87,3,+82 10-4519-2827,-93.472045,-4.5822295,2020-12-23 04:00:36.587224
331,이최,부산광역시 동구 양재천738길,1988,아파트,368524,0,0,125.46,8,+82 10-8436-8554,43.773063,-87.3506885,2022-09-15 04:59:53.084604
332,유한회사 최김오,인천광역시 서초구 잠실거리 (은정이면),2023,아파트,0,0,0,98.1,4,+82 10-8990-3040,144.954083,-41.467367,2020-04-05 19:49:46.406315
333,주식회사 최,충청남도 서천군 학동로,2022,원룸,0,0,3873,116.53,3,+82 10-3500-9336,-32.861895,-4.565703,2020-07-08 10:37:19.618539
334,강김,부산광역시 금천구 석촌호수17로 (예원김김읍),1965,원룸,0,40489,0,99.0,5,+82 10-9276-2902,140.206027,-20.323012,2021-06-20 16:10:27.273008
335,(유) 김이강,전라남도 삼척시 논현가,1983,아파트,0,0,189,131.74,8,+82 10-5412-3278,-35.080906,72.6843065,2021-07-11 04:29:20.199596
336,김이김,제주특별자치도 고양시 일산서구 반포대87가 (현숙이동),1967,아파트,0,42573,0,144.5,5,+82 10-1459-4547,139.792850,-1.1300055,2021-11-17 19:28:37.027782
337,박김김,대전광역시 강북구 석촌호수218가 (성수박동),2021,원룸,17615,40260,1241,107.13,2,+82 10-3640-7534,0.416451,12.0386295,2021-03-17 18:04:00.974588
338,유한회사 이,광주광역시 금천구 개포길 (서현김리),2019,아파트,445317,0,69,57.05,1,+82 10-6274-1670,92.586748,53.9318975,2023-08-27 18:38:05.918598
339,(유) 장박안,서울특별시 서대문구 서초대길 (정자김배읍),2009,원룸,0,0,2035,126.22,7,+82 10-3371-5233,17.412556,12.0284535,2023-02-26 11:10:11.077383
340,양장,충청북도 양양군 백제고분로,1994,아파트,0,0,0,82.72,6,+82 10-5713-3114,-172.884939,28.241443,2022-07-19 19:12:40.638209
341,(유) 김심이,경상북도 성남시 분당구 가락가 (서연박리),2001,원룸,255432,17923,4087,29.4,5,+82 10-2832-9629,-85.738105,-41.9390255,2021-01-06 10:09:35.962887
342,(주) 이송김,대전광역시 영등포구 개포가,1979,원룸,434303,0,2942,79.88,4,+82 10-3396-8856,10.598555,43.046814,2020-10-11 07:12:54.430368
343,안신남,부산광역시 강북구 개포835거리,1993,아파트,251894,4908,0,133.55,9,+82 10-6924-9014,-147.134874,23.4047745,2022-08-23 22:35:33.372751
344,권박최,울산광역시 도봉구 서초대6가 (채원김강마을),1976,아파트,388245,4762,0,121.72,10,+82 10-2372-1233,67.933349,32.2037035,2021-12-08 14:46:03.482695
345,(주) 이안이,경기도 평택시 서초중앙길,2021,아파트,0,0,4869,142.58,9,+82 10-7506-7264,33.075010,56.0892005,2022-06-26 14:20:51.294662
346,(주) 한장이,경상남도 과천시 가락로 (경숙정읍),1998,원룸,214596,0,0,39.07,10,+82 10-3438-4680,-2.510852,-47.067244,2023-04-26 09:10:22.705812
347,이남이,경상남도 부여군 삼성401길 (영길배안읍),1989,원룸,271221,0,3746,126.53,4,+82 10-5194-0805,96.601949,-31.515855,2022-10-18 22:28:06.121901
348,김장,전라북도 김포시 서초중앙거리 (승현장리),2002,원룸,199150,0,1272,27.88,9,+82 10-4808-8201,60.151018,-60.4321645,2020-12-31 05:03:14.677435
349,(주) 김장최,제주특별자치도 성남시 수정구 압구정가,1975,아파트,148546,30427,535,99.88,7,+82 10-3547-6827,-35.748221,11.316022,2023-01-23 09:45:36.651191
350,(유) 이김홍,전라남도 계룡시 봉은사67길 (예원김이마을),1992,아파트,99231,0,0,114.8,2,+82 10-4279-6577,-75.436585,-69.0061605,2024-05-09 23:35:00.722730
351,유한회사 백김김,세종특별자치시 은평구 학동로,1997,아파트,0,0,0,27.84,7,+82 10-5319-2650,62.976641,-76.5250315,2024-02-05 01:09:21.206514
352,유한회사 김,울산광역시 중랑구 도산대862거리 (재호이면),1980,아파트,40967,14485,2740,148.81,5,+82 10-1067-4858,-88.924331,-71.630262,2024-03-29 12:18:46.623794
353,(유) 이,충청북도 연천군 삼성길 (도윤이리),1978,아파트,167747,0,0,120.12,9,+82 10-2824-0945,-22.212856,15.3386165,2024-04-10 19:06:56.889984
354,(유) 김김이,충청북도 동해시 봉은사101거리 (민준권읍),1986,아파트,246343,0,1255,76.87,5,+82 10-1035-1079,44.587949,55.812480,2023-03-25 02:21:04.986788
355,김최,전라남도 안산시 상록구 개포9길 (예지장읍),1995,아파트,0,0,0,37.78,2,+82 10-4386-9226,-131.375689,74.9154605,2020-12-11 18:12:56.492796
356,(주) 최,경기도 논산시 백제고분1길 (민서김동),1989,원룸,23844,0,0,136.54,4,+82 10-9923-7860,165.752009,16.001379,2021-10-15 10:52:22.421881
357,황남,대구광역시 성동구 강남대94가,1961,아파트,0,0,2168,146.29,3,+82 10-4474-4008,-176.113098,32.753662,2021-05-23 10:08:38.162024
358,유한회사 곽김박,전라북도 진천군 강남대길,2006,원룸,245909,6343,4524,138.94,8,+82 10-6554-5709,-39.148636,4.838082,2022-03-08 22:39:13.366512
359,주식회사 김안황,광주광역시 영등포구 역삼7로,2015,아파트,0,0,0,16.08,5,+82 10-5058-3367,16.509363,-71.5290195,2023-03-06 17:43:30.464861
360,(주) 이,강원도 성남시 분당구 강남대길,1974,원룸,86087,0,0,19.96,0,+82 10-3681-9990,166.014064,75.501450,2020-09-14 07:50:04.015786
361,김황강,인천광역시 용산구 양재천521길 (춘자구읍),1979,아파트,0,0,2983,31.87,1,+82 10-8711-2233,24.226393,-54.349585,2022-05-27 10:50:05.192421
362,김김,경상남도 성남시 오금로,1961,아파트,0,0,0,29.67,8,+82 10-0338-4495,7.731636,43.913313,2020-02-16 16:49:33.408859
363,주식회사 김,충청북도 인제군 잠실길 (지민이리),2000,아파트,0,21321,3805,48.38,7,+82 10-6169-0147,107.092872,7.5439615,2021-11-07 13:57:28.617462
364,(주) 김강곽,대구광역시 강남구 개포로,1964,원룸,0,0,2293,133.71,0,+82 10-5649-8510,88.406099,36.1178605,2023-04-26 17:43:51.054154
365,(유) 김,세종특별자치시 중랑구 반포대가,2001,아파트,0,0,0,59.72,0,+82 10-9562-1606,165.440474,-15.2130175,2022-08-14 20:49:56.720117
366,유한회사 이남강,부산광역시 용산구 역삼가,2010,아파트,74452,0,0,111.34,9,+82 10-5810-4988,150.952746,-80.0300295,2021-09-08 15:02:54.878355
367,이박,대구광역시 노원구 봉은사92길 (서연차읍),1961,아파트,0,16369,3533,40.66,0,+82 10-0497-2611,-166.472571,25.7551855,2021-05-08 23:36:20.610505
368,주식회사 남김성,대구광역시 용산구 서초대648가,1971,아파트,57527,35116,0,28.42,2,+82 10-6206-0560,-175.477335,40.0966735,2020-02-22 20:23:15.013907
369,송이강,광주광역시 도봉구 오금길 (영순이읍),2011,원룸,0,41762,0,60.77,10,+82 10-0759-4158,109.337004,-26.761019,2022-02-22 08:42:29.231172
370,송안,전라북도 성남시 서초대0가,2012,원룸,217643,41418,2689,29.2,10,+82 10-5778-7909,-158.406303,38.129396,2020-03-24 08:31:36.340857
371,최강,강원도 성남시 분당구 역삼가,1960,원룸,0,42854,3542,144.54,3,+82 10-8811-6478,174.049919,-58.611206,2024-03-12 14:42:49.435842
372,주식회사 최,광주광역시 강북구 개포2가,1967,원룸,0,0,0,103.07,4,+82 10-7807-8494,40.168688,52.4032625,2021-08-16 03:10:22.490901
373,(유) 김이최,강원도 청주시 상당구 석촌호수489가,1987,아파트,0,31092,0,37.65,2,+82 10-1074-9499,-69.228022,-69.125909,2021-09-02 09:38:32.632591
374,(주) 문,전라남도 양평군 잠실26거리 (지현한동),1985,아파트,290736,0,0,29.15,4,+82 10-8191-0408,-47.563722,79.969862,2020-11-17 16:58:34.732673
375,이송,대전광역시 성북구 삼성488로 (광수류이리),1983,원룸,454689,0,0,127.49,10,+82 10-9471-8563,-34.744359,56.2304275,2024-03-09 19:10:53.128075
376,이곽양,제주특별자치도 청주시 서원구 테헤란730가 (재호박이동),2014,아파트,204142,3352,4603,67.18,5,+82 10-1027-5438,-179.473000,-63.670780,2021-07-07 23:58:49.190542
377,백이,경기도 천안시 서북구 봉은사길,2022,아파트,0,37109,0,107.62,3,+82 10-1171-9233,-138.570717,64.394604,2020-06-27 22:35:44.935342
378,주식회사 김,대전광역시 강남구 양재천가,1995,아파트,286425,23739,4563,93.0,9,+82 10-9072-1915,167.305046,41.627817,2021-06-17 01:46:58.239521
379,(유) 박,경기도 예산군 서초중앙989로 (시우노김면),2011,아파트,0,45646,4477,94.66,8,+82 10-0607-8178,159.527239,85.8022595,2023-04-06 10:35:48.645306
380,고김,전라남도 정선군 서초대671가,2001,원룸,0,14565,4284,35.21,4,+82 10-1082-2889,-103.194624,76.8927185,2020-10-08 00:27:31.639565
381,이박,서울특별시 도봉구 서초중앙거리,1991,원룸,0,8140,2826,17.34,7,+82 10-8302-2339,144.752163,88.3045245,2021-05-25 16:44:21.604480
382,(주) 정,인천광역시 서초구 가락34거리,1982,아파트,446952,21457,110,83.31,10,+82 10-8325-6377,14.266560,-13.535062,2023-10-06 10:17:26.512477
383,주식회사 이장서,울산광역시 성동구 개포84가 (정희노장읍),2011,원룸,0,45482,0,67.93,0,+82 10-8910-9852,-137.787754,-15.125983,2020-06-10 16:20:48.482646
384,김김,대구광역시 동구 강남대로,2014,아파트,405188,0,0,138.12,10,+82 10-5128-1181,30.022423,69.017109,2021-06-13 08:22:33.829980
385,(주) 김장이,서울특별시 금천구 논현57로,1969,원룸,0,0,1123,127.99,0,+82 10-9372-9862,-158.804878,1.478121,2022-07-21 14:57:11.822583
386,이차,울산광역시 서초구 오금7가,1960,아파트,0,0,1566,48.0,6,+82 10-5133-2533,157.771088,-28.8854335,2020-08-06 12:50:48.894980
387,(주) 김,서울특별시 양천구 서초중앙가 (경자김면),2018,아파트,0,275,0,99.79,8,+82 10-4410-1649,-64.013382,74.509391,2022-01-14 10:00:30.577965
388,이김,대전광역시 중구 영동대219길 (동현박이마을),1982,원룸,0,0,1378,121.98,8,+82 10-4163-9280,48.814778,88.655279,2022-01-28 13:06:20.042756
389,김윤이,대구광역시 북구 언주90로 (성진윤동),2010,아파트,3133,23404,0,33.85,10,+82 10-9063-7232,101.878266,45.820006,2023-01-01 12:06:32.083368
390,(주) 이,충청북도 횡성군 학동거리,2022,원룸,0,33108,0,131.37,10,+82 10-2559-9618,-144.785541,-5.391499,2020-01-16 14:45:12.694925
391,김김최,인천광역시 서대문구 언주로,1991,아파트,0,27777,3869,148.47,9,+82 10-2846-1644,59.000883,-57.7974865,2021-11-08 16:33:26.237073
392,오우,전라북도 수원시 영통구 양재천80가 (미영김권리),1974,아파트,0,0,0,147.07,2,+82 10-7995-2266,-44.338690,-13.7788835,2020-12-24 01:08:23.948660
393,김이,전라남도 청주시 서원구 영동대거리,1970,아파트,100,45306,1413,130.3,7,+82 10-9951-7514,8.462908,-59.731592,2020-11-30 15:56:02.699671
394,(유) 박,충청남도 홍성군 선릉3길 (성호이리),2023,아파트,0,0,1400,87.0,3,+82 10-9953-5322,42.370556,89.8878125,2021-03-14 18:38:55.805848
395,유한회사 김장이,충청남도 동해시 도산대70로,1995,원룸,0,0,0,49.74,5,+82 10-1494-1157,-171.031471,19.552336,2020-10-09 02:17:29.600496
396,유한회사 이김김,충청북도 아산시 역삼155로,2023,아파트,9674,33745,0,68.95,2,+82 10-1994-1386,121.589347,-11.462429,2022-02-22 14:50:28.627347
397,유한회사 최노이,충청북도 천안시 동남구 반포대길 (유진정읍),1991,아파트,0,0,0,127.52,4,+82 10-5085-6509,11.346262,59.1929375,2020-01-17 19:43:04.297849
398,김박,대전광역시 강서구 반포대153로 (예준김김마을),1997,원룸,0,0,2760,135.74,5,+82 10-4711-0073,53.457373,51.9198475,2020-12-28 12:53:56.927788
399,오김이,서울특별시 영등포구 논현길,1963,원룸,0,0,1463,50.47,4,+82 10-8835-2335,36.958635,2.9037235,2021-07-11 22:48:08.856826
400,(유) 이,강원도 증평군 삼성708거리 (영호최읍),1960,원룸,0,5220,0,36.15,3,+82 10-3696-2609,141.119514,40.297854,2020-01-29 23:07:11.110481
401,김안,부산광역시 금천구 역삼3로 (건우황읍),2017,아파트,0,0,3424,124.54,9,+82 10-7057-8689,-54.772444,-65.057000,2021-03-23 07:22:06.154969
402,이최,전라북도 양평군 양재천거리 (상훈류면),1988,아파트,13398,0,2607,125.63,2,+82 10-8158-0485,177.308609,77.881291,2023-06-20 02:02:22.607867
403,서김,전라북도 구리시 삼성20길,2023,원룸,494268,8663,0,111.97,2,+82 10-7323-2972,-170.903646,7.8384445,2020-06-02 14:00:12.988193
404,김전,충청북도 안산시 개포0로,1996,아파트,0,0,0,125.28,3,+82 10-9421-2414,-40.002433,-38.227435,2022-05-12 11:00:11.494326
405,유한회사 이,부산광역시 강동구 반포대8거리,1987,아파트,140630,0,0,17.92,8,+82 10-7032-9306,-168.548701,-46.4276215,2020-09-05 00:32:14.548561
406,백박,대구광역시 마포구 역삼가 (재호고김동),2008,원룸,0,13619,1609,62.79,2,+82 10-7098-6760,73.367440,42.6083415,2020-01-01 05:51:25.813506
407,유한회사 임김이,인천광역시 은평구 서초중앙871거리,2012,원룸,0,0,2078,88.79,8,+82 10-6162-1030,-65.316283,33.0920455,2022-02-17 00:39:17.464741
408,(주) 황,서울특별시 성동구 영동대길,1974,원룸,184743,21721,4393,83.29,8,+82 10-0105-7730,117.510978,-38.898558,2022-07-29 11:07:31.128541
409,주이,충청남도 김포시 개포로 (지현김읍),1980,아파트,74346,48612,379,131.48,4,+82 10-6499-1596,137.177859,11.568587,2021-01-29 23:14:30.086230
410,유한회사 김이이,제주특별자치도 남양주시 가락길,2019,원룸,0,45043,0,102.82,6,+82 10-4227-1418,108.827756,37.801097,2024-03-19 03:55:06.393315
411,(주) 유우이,대구광역시 성북구 서초중앙864로 (도현엄최마을),2023,원룸,30669,6584,0,36.51,4,+82 10-6149-4209,141.500341,-51.3914875,2022-03-26 12:51:30.917087
412,안박,전라남도 안산시 오금9로 (예준최한읍),1992,아파트,429369,0,0,145.55,9,+82 10-5361-3307,-28.387653,-55.8062585,2022-06-06 14:26:24.852038
413,(유) 강김정,충청북도 안산시 상록구 영동대979로 (수빈안이마을),1979,원룸,0,0,0,38.75,4,+82 10-2575-9232,-168.761989,-80.3401395,2022-05-24 09:27:45.441953
414,주식회사 이최김,대구광역시 동작구 역삼가,1988,원룸,272572,14925,0,47.07,5,+82 10-8382-1973,108.271199,-2.4723575,2021-11-14 03:53:20.691361
415,박박김,대구광역시 성북구 압구정344거리,1972,아파트,0,0,4845,105.29,5,+82 10-7353-9212,123.934222,54.4174385,2022-10-05 09:31:24.829197
416,주식회사 서정송,대전광역시 영등포구 언주가 (성호김백마을),2013,아파트,0,39686,0,40.54,10,+82 10-3101-8485,176.748721,-71.758840,2022-06-19 14:28:19.559916
417,(주) 이장홍,세종특별자치시 서대문구 테헤란가,1967,원룸,481801,7468,2323,132.54,1,+82 10-1891-0605,79.995222,33.662234,2023-06-10 22:25:13.018587
418,주식회사 김김박,인천광역시 강남구 삼성67가,2020,원룸,497366,25985,2069,141.6,7,+82 10-3087-6207,-116.295252,25.303516,2023-12-14 14:25:24.748026
419,유한회사 김이박,강원도 화성시 역삼거리 (현주최리),1968,아파트,0,36558,137,114.53,6,+82 10-1046-0090,48.682470,22.4392455,2021-02-24 10:37:48.928451
420,유한회사 한박박,경기도 성남시 분당구 서초대22길 (지현한마을),2016,아파트,0,0,0,98.28,3,+82 10-6373-3045,-60.611257,69.616080,2022-10-25 00:21:59.012551
421,(유) 김김한,전라남도 서천군 서초대85가,1987,원룸,95406,0,0,122.66,8,+82 10-9335-5615,57.468569,20.3652915,2023-06-13 05:16:00.356732
422,김김오,충청남도 부천시 봉은사길 (수빈김마을),2005,원룸,381171,46542,724,73.16,6,+82 10-6152-4373,96.802284,37.100584,2020-06-01 06:28:06.060212
423,남한김,전라남도 화성시 학동8길,1975,아파트,82172,0,1401,65.47,5,+82 10-1502-5190,-56.081905,44.500913,2021-09-13 17:13:10.458718
424,주식회사 송윤이,인천광역시 도봉구 삼성거리 (승민박읍),1964,원룸,371177,17142,0,60.6,4,+82 10-3999-3644,87.370430,77.872684,2021-05-27 03:07:01.180942
425,(주) 김,광주광역시 구로구 학동로 (민지윤김리),1987,아파트,0,0,3490,37.78,2,+82 10-3600-3092,-3.496542,-9.234219,2022-08-02 12:13:35.209385
426,(주) 김,충청남도 천안시 동남구 잠실로,1982,아파트,0,0,4578,141.74,0,+82 10-2843-4865,87.663873,-13.4969285,2021-03-03 03:21:46.202506
427,유한회사 박,대구광역시 광진구 봉은사거리,1963,원룸,295210,0,499,124.91,1,+82 10-2051-1974,51.673733,84.723394,2022-12-13 22:50:06.468141
428,이김,서울특별시 관악구 언주213가,2023,아파트,0,0,2356,48.91,10,+82 10-8565-4088,-147.235337,-76.373237,2021-07-03 16:09:23.945681
429,권백,충청북도 수원시 도산대거리,1962,아파트,240831,0,3244,103.71,1,+82 10-5477-7215,-78.438052,-52.916513,2022-02-28 19:58:37.479598
430,(유) 최,부산광역시 서초구 압구정2로,2022,원룸,0,6781,4540,129.64,3,+82 10-4146-6526,173.776232,66.6544745,2021-12-23 20:30:48.264832
431,유한회사 문김황,대전광역시 강남구 양재천059길,1969,아파트,0,0,3567,51.16,6,+82 10-9586-6561,-108.906106,89.9876555,2020-12-23 03:56:40.535354
432,(주) 김,세종특별자치시 강남구 석촌호수가,1999,아파트,148582,5689,0,17.02,7,+82 10-1024-3845,12.655345,-16.9146585,2021-02-16 10:13:34.549748
433,(유) 최김김,서울특별시 서초구 언주8길,1991,원룸,0,0,3538,111.04,4,+82 10-3736-0343,43.342088,65.683376,2021-03-11 17:15:33.018076
434,최김김,대전광역시 은평구 강남대0로,2014,아파트,97521,0,2353,65.79,1,+82 10-3169-3756,-128.206174,16.4316955,2021-08-25 18:11:49.866986
435,김안김,서울특별시 강동구 봉은사로,1973,아파트,0,0,0,32.76,2,+82 10-4109-9907,76.556583,-11.4313915,2020-08-07 00:09:32.142089
436,(유) 이,전라북도 당진시 백제고분185가,2012,원룸,153642,38397,3017,97.95,2,+82 10-5333-0780,-82.857768,-40.395513,2023-02-02 00:52:03.285324
437,김김이,전라남도 동두천시 도산대거리 (지은한마을),1999,아파트,406488,42624,0,137.19,9,+82 10-7397-1640,-23.702961,53.5850895,2023-06-11 22:18:54.400746
438,이손송,경상북도 김포시 학동03로 (경자이김동),2009,원룸,410814,0,0,92.13,4,+82 10-2918-2310,-31.816037,-19.496329,2021-04-01 22:14:34.586357
439,김김윤,전라남도 태백시 잠실길 (서연김류리),1996,원룸,120527,0,395,105.88,3,+82 10-2770-2394,-70.378787,35.277904,2022-07-20 23:39:04.215556
440,(유) 민,제주특별자치도 시흥시 반포대852가 (현숙김동),2008,아파트,356642,40830,1751,144.98,6,+82 10-4922-6481,3.275012,-60.6542785,2020-03-19 10:26:37.946728
441,(유) 이,대구광역시 마포구 개포로,2001,아파트,0,0,0,70.33,6,+82 10-0848-5626,-51.548638,38.806304,2020-04-19 07:33:57.854680
442,이고김,경상북도 의왕시 논현470거리,1975,원룸,30986,25901,1942,91.76,8,+82 10-0720-2317,-71.582124,-38.113894,2021-03-03 05:17:02.435270
443,이이배,광주광역시 강동구 개포197가,1993,아파트,0,23604,0,142.97,1,+82 10-1140-2814,84.332550,69.801517,2020-02-02 20:21:49.003553
444,(유) 김,대전광역시 서구 개포로 (지원박동),1978,아파트,232231,0,0,99.03,10,+82 10-8777-9746,-172.059444,-84.6045455,2023-11-06 11:21:48.808522
445,이류백,대구광역시 서구 역삼가 (지연김김동),1972,아파트,0,0,14,64.62,3,+82 10-7105-4175,146.574649,53.950724,2022-12-09 04:19:16.734118
446,송고박,제주특별자치도 수원시 삼성66길 (성수권배면),2018,원룸,0,0,0,93.79,10,+82 10-8149-5123,176.563861,84.706016,2023-05-10 07:59:28.551334
447,(주) 하,인천광역시 강북구 가락064로 (순자김양리),1962,아파트,285355,0,0,143.18,6,+82 10-0117-7008,108.918983,13.9928125,2024-03-06 01:31:20.686957
448,유한회사 강,인천광역시 관악구 선릉136거리 (서연김동),1960,원룸,256388,39769,0,28.96,8,+82 10-5775-0279,45.649192,39.015202,2020-03-28 23:45:02.452111
449,황김최,서울특별시 동작구 삼성35거리 (채원강송읍),1961,원룸,50580,0,0,125.44,7,+82 10-4013-1853,144.080809,73.7247725,2022-08-13 04:53:03.835040
450,주식회사 김,전라남도 부천시 소사구 언주로 (수빈허성마을),1980,아파트,496211,0,0,63.32,8,+82 10-8808-8914,172.279272,-43.5014855,2022-01-26 15:14:58.521204
451,유한회사 김황김,대구광역시 마포구 학동로 (민재이리),2003,원룸,0,46735,0,148.3,10,+82 10-8597-4515,-71.128443,13.4088485,2021-07-28 07:08:50.816891
452,송권,대구광역시 남구 백제고분길 (서연김이면),1991,아파트,472780,23437,0,41.12,1,+82 10-0932-1629,-27.647850,-80.977092,2020-09-10 02:01:55.132429
453,이류,광주광역시 광진구 학동23로 (준혁김이리),1961,원룸,23351,13659,0,68.42,3,+82 10-3278-2513,89.074361,-51.2041545,2021-01-01 19:00:14.135540
454,(주) 이윤이,경상남도 안양시 석촌호수거리 (영길이박동),1984,원룸,0,3941,0,20.59,7,+82 10-9051-0439,-0.503200,-7.424779,2021-03-08 10:09:17.480270
455,김안김,부산광역시 도봉구 서초중앙05로 (영철김민리),2022,아파트,232192,628,0,79.99,10,+82 10-5654-9037,-19.499866,-69.398848,2020-08-14 20:20:07.218701
456,유한회사 주,전라남도 홍성군 서초중앙길,2014,원룸,92211,0,0,92.12,4,+82 10-9985-0227,-22.491010,80.3285855,2021-11-24 21:01:41.362890
457,유한회사 박이노,충청북도 안양시 도산대327가,1968,아파트,0,47492,0,18.33,1,+82 10-1850-7389,146.816942,59.3055635,2022-06-02 00:21:48.329857
458,이배김,강원도 안양시 동안구 역삼91가,1970,아파트,0,0,4863,108.85,7,+82 10-7043-2768,-8.531312,-4.8126855,2023-07-10 00:58:47.810705
459,김한,충청북도 옥천군 잠실길,2006,원룸,0,40680,0,27.22,7,+82 10-4023-3532,-17.781403,-22.4214435,2020-04-15 09:50:53.120914
460,주식회사 김,경기도 성남시 분당구 도산대가 (영식장면),1984,아파트,0,0,726,79.89,5,+82 10-2222-1595,25.077622,-35.841160,2022-05-12 21:33:59.972192
461,주식회사 황이류,광주광역시 광진구 언주78거리 (성훈이마을),1968,원룸,164434,9239,0,72.51,3,+82 10-8953-8609,-88.025502,-63.740577,2020-08-15 01:35:11.821884
462,강이류,울산광역시 도봉구 도산대거리,1965,원룸,165902,0,1119,30.94,2,+82 10-0309-2431,-17.794712,69.6632795,2020-09-18 22:33:53.819608
463,김박,경기도 구리시 테헤란86로,2014,아파트,0,10261,0,20.98,3,+82 10-0214-5595,142.271987,81.815180,2024-04-02 04:38:39.119468
464,유한회사 권양심,전라남도 강릉시 양재천로,1987,아파트,165041,0,1165,108.37,7,+82 10-1665-1091,-131.731134,26.6981045,2020-04-02 21:54:07.059163
465,유한회사 장손이,울산광역시 마포구 역삼8거리,1972,원룸,342148,2023,647,98.41,9,+82 10-9278-5448,-166.529933,-12.318107,2020-04-12 05:39:35.324985
466,주식회사 김,울산광역시 마포구 도산대134가,1986,원룸,375217,7605,2526,64.76,1,+82 10-4736-0077,-130.543084,65.161095,2023-04-11 02:52:40.544179
467,(주) 강,부산광역시 강북구 도산대가,2006,아파트,0,10697,0,35.02,8,+82 10-3675-3933,-1.933144,39.6793395,2021-02-27 21:54:50.954410
468,이최김,서울특별시 서초구 서초중앙가,1966,원룸,247582,17580,1595,100.95,7,+82 10-7096-4211,-43.182081,-83.0216465,2022-02-26 16:58:37.640191
469,윤김,강원도 삼척시 압구정04길,1974,원룸,0,0,0,134.16,10,+82 10-3316-3014,-132.634417,52.859894,2021-04-02 22:15:14.967853
470,안한,대구광역시 도봉구 석촌호수727길 (예원송읍),1991,아파트,37581,21544,0,74.39,4,+82 10-9792-5464,-106.664093,60.616298,2023-07-17 04:38:43.948607
471,주식회사 김주이,전라남도 공주시 삼성가,1986,아파트,0,13351,0,112.8,10,+82 10-8156-6812,-122.686114,13.7932415,2021-02-17 01:35:09.401438
472,양박이,전라북도 철원군 서초중앙858거리,1971,원룸,0,48551,2185,104.73,10,+82 10-4915-9905,-110.895506,29.8103315,2020-05-02 16:08:51.540430
473,(주) 양고이,부산광역시 영등포구 오금0길 (준서권송면),2019,아파트,0,0,110,19.33,1,+82 10-1349-7062,63.427488,55.5332275,2021-01-12 21:47:16.103206
474,고송,대구광역시 마포구 봉은사길 (지원오읍),1987,아파트,35059,0,0,36.79,7,+82 10-4573-2945,70.437357,62.2832725,2021-02-03 20:51:03.293602
475,노박,전라남도 영동군 개포26로,2010,원룸,0,0,0,19.12,2,+82 10-1555-1099,-11.402698,66.683274,2020-05-12 18:53:31.023529
476,김김허,강원도 삼척시 학동거리 (예은이면),1962,아파트,491642,0,1205,105.68,4,+82 10-6340-9172,128.029820,-17.112999,2023-05-11 14:27:22.672933
477,유한회사 성김김,서울특별시 동작구 서초대8거리 (도현고송면),1990,원룸,330936,0,0,43.08,8,+82 10-6983-7450,35.912344,-67.1416305,2020-08-06 10:28:51.565812
478,윤백김,서울특별시 금천구 강남대54가,1995,원룸,275664,39979,0,78.42,9,+82 10-3219-1559,-53.839911,-84.125507,2024-02-02 03:22:19.466176
479,(유) 허강한,울산광역시 동작구 논현로 (영길정리),2011,아파트,0,0,213,35.48,1,+82 10-8047-3563,-30.912330,27.2639035,2020-06-25 10:00:50.221330
480,(주) 최,대구광역시 강남구 테헤란거리 (도현송김면),1963,아파트,452549,0,1411,93.91,6,+82 10-8476-3807,-153.762627,-72.985476,2020-06-29 03:12:26.235380
481,(주) 이,경상북도 인제군 서초대09거리,1963,아파트,0,49878,3497,110.91,3,+82 10-4735-9940,-148.022012,31.822333,2020-09-10 02:21:03.302927
482,(주) 권,대전광역시 노원구 영동대로,2013,아파트,0,0,710,51.08,4,+82 10-5945-5508,16.557433,-58.787928,2023-06-13 05:56:56.530177
483,유한회사 박,강원도 평창군 언주7가,1969,원룸,0,43238,1046,65.95,9,+82 10-7566-4691,-52.798367,-78.1545565,2020-04-20 12:52:13.459339
